_id,invoiceNumber,status,customer,carModel,serviceType,items[0].product,items[1].product,items[2].product,items[3].product,items[4].product,items[5].product,items[6].product,items[0].partName,items[1].partName,items[2].partName,items[3].partName,items[4].partName,items[5].partName,items[6].partName,items[0].price,items[1].price,items[2].price,items[3].price,items[4].price,items[5].price,items[6].price,items[0].area,items[1].area,items[2].area,items[3].area,items[4].area,items[5].area,items[6].area,items[0]._id,items[1]._id,items[2]._id,items[3]._id,items[4]._id,items[5]._id,items[6]._id,discountRate,whtDeduction,totalGross,taxBase,vatAmount,finalTotal,date,createdAt,__v
691f24712d201dbc39962de5,0551,أمر شغل,691c981f70ba23159bc8bebb,691f115e0a4bcd97cff0a318,Paint Protection Film,691e8ed2c334f21d2d0d4e64,,,,,,,R Bumber,,,,,,,2865.79,,,,,,,19800,,,,,,,691f24712d201dbc39962de6,,,,,,,0,false,2865.79,2513.85,351.94,2865.79,2025-11-20T14:23:45.582Z,2025-11-20T14:23:45.582Z,0
691f249f2d201dbc39962def,01125,أمر شغل,691f139913391e16325a35e3,691f12570a4bcd97cff0a320,Paint Protection Film,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691daf70b5bca9e3934bfd0a,691daf70b5bca9e3934bfd0a,691daf70b5bca9e3934bfd0a,Hood,F Fender,Two Sides,Trunk,F Bumber,R Bumber,Rocker Panel,3850,2860,9118.43,1760,177.47,174.74,120.13,26600,19760,63000,12160,19500,19200,13200,691f249f2d201dbc39962df0,691f249f2d201dbc39962df1,691f249f2d201dbc39962df2,691f249f2d201dbc39962df3,691f249f2d201dbc39962df4,691f249f2d201dbc39962df5,691f249f2d201dbc39962df6,1,false,18060.77,15684.35,2195.81,17880.162300000004,2025-11-20T14:24:31.562Z,2025-11-20T14:24:31.562Z,0
691f24ae2d201dbc39962e01,0123,أمر شغل,691f139913391e16325a35e3,691f12570a4bcd97cff0a320,Paint Protection Film,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,691daf70b5bca9e3934bfd0a,691daf70b5bca9e3934bfd0a,691daf70b5bca9e3934bfd0a,Hood,F Fender,Two Sides,Trunk,F Bumber,R Bumber,Rocker Panel,3850,2860,9118.43,1760,177.47,174.74,120.13,26600,19760,63000,12160,19500,19200,13200,691f24ae2d201dbc39962e02,691f24ae2d201dbc39962e03,691f24ae2d201dbc39962e04,691f24ae2d201dbc39962e05,691f24ae2d201dbc39962e06,691f24ae2d201dbc39962e07,691f24ae2d201dbc39962e08,1,false,18060.77,15684.35,2195.81,17880.162300000004,2025-11-20T14:24:46.256Z,2025-11-20T14:24:46.256Z,0
691f286adbb0e6e8d2dc41e9,333,أمر شغل,691c8f3d4251d5609ff0e47d,691f115e0a4bcd97cff0a318,Paint Protection Film,691e8ed2c334f21d2d0d4e64,691e8ed2c334f21d2d0d4e64,,,,,,F Bumber,R Bumber,,,,,,2431.58,2865.79,,,,,,16800,19800,,,,,,691f286adbb0e6e8d2dc41ea,691f286adbb0e6e8d2dc41eb,,,,,,0,false,5297.37,4646.82,650.55,5297.37,2025-11-20T14:40:42.575Z,2025-11-20T14:40:42.575Z,0
